Issue Date;S&P GSCI;;;;
9/14/20;342,49;;;;
9/15/20;345,14;;;;
9/16/20;351,99;;;;
9/17/20;356,23;;;;
9/18/20;358,03;;;;
9/21/20;347,36;;;;
9/22/20;347,96;;;;
9/23/20;347,73;;;;
9/24/20;348,47;;;;
9/25/20;348,23;;;;
9/28/20;350,56;;;;
9/29/20;344,88;;;;
9/30/20;350,18;;;;
10/1/20;343,47;;;;
10/2/20;337,48;;;;
10/5/20;347,38;;;;
10/6/20;353,74;;;;
10/7/20;353,48;;;;
10/8/20;359,08;;;;
10/9/20;360,58;;;;
10/12/20;355,79;;;;
10/13/20;358,41;;;;
10/14/20;362,2;;;;
10/15/20;363,22;;;;
10/16/20;362,61;;;;
10/19/20;362,14;;;;
10/20/20;364,79;;;;
10/21/20;360,11;;;;
10/22/20;361,48;;;;
10/23/20;358,77;;;;
10/26/20;353,14;;;;
10/27/20;357,26;;;;
10/28/20;346,56;;;;
10/29/20;341,16;;;;
10/30/20;340,78;;;;
11/2/20;345;;;;
11/3/20;348,47;;;;
11/4/20;354,79;;;;
11/5/20;354,9;;;;
11/6/20;349,62;;;;
11/9/20;361,29;;;;
11/10/20;368,94;;;;
11/11/20;369,68;;;;
11/12/20;368,35;;;;
11/13/20;364,5;;;;
11/16/20;369,03;;;;
11/17/20;369,95;;;;
11/18/20;372,68;;;;
11/19/20;370,19;;;;
11/20/20;373,87;;;;
11/23/20;377,49;;;;
11/24/20;385,7;;;;
11/25/20;387,57;;;;
11/27/20;388,06;;;;
11/30/20;385,59;;;;
12/1/20;383,56;;;;
12/2/20;386,27;;;;
12/3/20;386,68;;;;
12/4/20;388,55;;;;
12/7/20;386,37;;;;
12/8/20;385,52;;;;
12/9/20;387,12;;;;
12/10/20;394,37;;;;
12/11/20;393,72;;;;
12/14/20;395,26;;;;
12/15/20;398,36;;;;
12/16/20;400,13;;;;
12/17/20;404,51;;;;
12/18/20;408,02;;;;
12/21/20;402,18;;;;
12/22/20;398,69;;;;
12/23/20;404,54;;;;
12/24/20;404,67;;;;
12/28/20;401,83;;;;
12/29/20;404,68;;;;
12/30/20;407,83;;;;
12/31/20;409,46;;;;
1/4/21;408,05;;;;
1/5/21;420,63;;;;
1/6/21;422,7;;;;
1/7/21;423,35;;;;
1/8/21;427,56;;;;
1/11/21;426,02;;;;
1/12/21;433,55;;;;
1/13/21;433,33;;;;
1/14/21;436,94;;;;
1/15/21;431,74;;;;
1/19/21;432,33;;;;
1/20/21;433,66;;;;
1/21/21;433,36;;;;
1/22/21;427,41;;;;
1/25/21;431,49;;;;
1/26/21;433,84;;;;
1/27/21;433,31;;;;
1/28/21;430,55;;;;
1/29/21;430,99;;;;
2/1/21;437,28;;;;
2/2/21;441;;;;
2/3/21;445,62;;;;
2/4/21;447,25;;;;
2/5/21;450,61;;;;
2/8/21;457,73;;;;
2/9/21;459,65;;;;
2/10/21;459,49;;;;
2/11/21;458,74;;;;
2/12/21;463,95;;;;
2/16/21;470,27;;;;
2/17/21;473,15;;;;
2/18/21;472,78;;;;
2/19/21;470,09;;;;
2/22/21;480,9;;;;
2/23/21;481,16;;;;
2/24/21;489,3;;;;
2/25/21;488,67;;;;
2/26/21;476,99;;;;
3/1/21;472,62;;;;
3/2/21;471,96;;;;
3/3/21;474,61;;;;
3/4/21;481,35;;;;
3/5/21;491,43;;;;
3/8/21;487,62;;;;
3/9/21;484,87;;;;
3/10/21;485,46;;;;
3/11/21;493,41;;;;
3/12/21;492,22;;;;
3/15/21;491,91;;;;
3/16/21;490,18;;;;
3/17/21;488,61;;;;
3/18/21;469,28;;;;
3/19/21;475,1;;;;
3/22/21;475,63;;;;
3/23/21;461,39;;;;
3/24/21;474,22;;;;
3/25/21;462,3;;;;
3/26/21;474,01;;;;
3/29/21;474,58;;;;
3/30/21;468,96;;;;
3/31/21;467,41;;;;
4/1/21;474,02;;;;
4/5/21;464,33;;;;
4/6/21;468,57;;;;
4/7/21;469,95;;;;
4/8/21;472,66;;;;
4/9/21;471,16;;;;
4/12/21;470,38;;;;
4/13/21;473,69;;;;
4/14/21;487,52;;;;
4/15/21;490,15;;;;
4/16/21;488,72;;;;
4/19/21;490,58;;;;
4/20/21;489,32;;;;
4/21/21;487,19;;;;
4/22/21;490,26;;;;
4/23/21;494,1;;;;
4/26/21;497,81;;;;
4/27/21;501,96;;;;
4/28/21;504,92;;;;
4/29/21;508,65;;;;
4/30/21;505,85;;;;
5/3/21;509,63;;;;
5/4/21;516,52;;;;
5/5/21;519,21;;;;
5/6/21;518,86;;;;
5/7/21;523,03;;;;
5/10/21;520,84;;;;
5/11/21;524,41;;;;
5/12/21;526,65;;;;
5/13/21;511,52;;;;
5/14/21;515;;;;
5/17/21;520,92;;;;
5/18/21;519,43;;;;
5/19/21;507,45;;;;
5/20/21;502,43;;;;
5/21/21;506,4;;;;
5/24/21;514,25;;;;
5/25/21;512,51;;;;
5/26/21;513,9;;;;
5/27/21;521,12;;;;
5/28/21;519,23;;;;
6/1/21;528,08;;;;
6/2/21;531,23;;;;
6/3/21;527,04;;;;
6/4/21;533,74;;;;
6/7/21;529,65;;;;
6/8/21;532,74;;;;
6/9/21;531,92;;;;
6/10/21;532,62;;;;
6/11/21;532,03;;;;
6/14/21;529,53;;;;
6/15/21;529,68;;;;
6/16/21;529,98;;;;
6/17/21;515,51;;;;
6/18/21;520,03;;;;
6/21/21;525,52;;;;
6/22/21;525,35;;;;
6/23/21;528,35;;;;
6/24/21;528,63;;;;
6/25/21;529,97;;;;
6/28/21;528,86;;;;
6/29/21;530,03;;;;
6/30/21;535,98;;;;
7/1/21;540,53;;;;
7/2/21;541,46;;;;
7/6/21;528,83;;;;
7/7/21;523,84;;;;
7/8/21;524,96;;;;
7/9/21;531,76;;;;
7/12/21;531,75;;;;
7/13/21;536,72;;;;
7/14/21;531,43;;;;
7/15/21;527,34;;;;
7/16/21;528,17;;;;
7/19/21;506,51;;;;
7/20/21;512,63;;;;
7/21/21;525,44;;;;
7/22/21;531,69;;;;
7/23/21;532,48;;;;
7/26/21;535,33;;;;
7/27/21;532,92;;;;
7/28/21;535,58;;;;
7/29/21;543,34;;;;
7/30/21;541,13;;;;
8/2/21;533,45;;;;
8/3/21;530,15;;;;
8/4/21;521,9;;;;
8/5/21;526,04;;;;
8/6/21;522,34;;;;
8/9/21;512,53;;;;
8/10/21;521,33;;;;
8/11/21;525,08;;;;
8/12/21;525,87;;;;
8/13/21;524,74;;;;
8/16/21;520,52;;;;
8/17/21;515,43;;;;
8/18/21;511,29;;;;
8/19/21;500,4;;;;
8/20/21;494,43;;;;
8/23/21;510,65;;;;
8/24/21;520,1;;;;
8/25/21;524,33;;;;
8/26/21;521,59;;;;
8/27/21;529,1;;;;
8/30/21;529,7;;;;
8/31/21;527,37;;;;
9/1/21;526,09;;;;
9/2/21;532,64;;;;
9/3/21;531,87;;;;
9/7/21;525,1;;;;
9/8/21;528,84;;;;
9/9/21;525,1;;;;
9/10/21;531,43;;;;
9/13/21;533,38;;;;
9/14/21;533,92;;;;
9/15/21;545,01;;;;
9/16/21;542,58;;;;
9/17/21;538,85;;;;
9/20/21;529,55;;;;
9/21/21;529,1;;;;
9/22/21;539,31;;;;
9/23/21;546,01;;;;
9/24/21;549,72;;;;
9/27/21;558,69;;;;
9/28/21;557,61;;;;
9/29/21;554,51;;;;
9/30/21;557,71;;;;
10/1/21;561,91;;;;
10/4/21;571,16;;;;
10/5/21;579,28;;;;
10/6/21;569,16;;;;
10/7/21;573,86;;;;
10/8/21;576,88;;;;
10/11/21;581,23;;;;
10/12/21;579,49;;;;
10/13/21;579,2;;;;
10/14/21;585,92;;;;
10/15/21;591,73;;;;
10/18/21;588,41;;;;
10/19/21;589,88;;;;
10/20/21;595,78;;;;
10/21/21;585,83;;;;
10/22/21;590,06;;;;
10/25/21;596,52;;;;
10/26/21;598,07;;;;
10/27/21;590;;;;
10/28/21;589,2;;;;
10/29/21;588,21;;;;
11/1/21;592,38;;;;
11/2/21;592,95;;;;
11/3/21;580,72;;;;
11/4/21;573,62;;;;
11/5/21;580,26;;;;
11/8/21;582,56;;;;
11/9/21;586,55;;;;
11/10/21;579,21;;;;
11/11/21;582,57;;;;
11/12/21;579,62;;;;
11/15/21;579,94;;;;
11/16/21;580,36;;;;
11/17/21;572,28;;;;
11/18/21;575,03;;;;
11/19/21;567,13;;;;
11/22/21;571,35;;;;
11/23/21;580,47;;;;
11/24/21;581,01;;;;
11/26/21;539,93;;;;
11/29/21;542,48;;;;
11/30/21;522,44;;;;
12/1/21;521,29;;;;
12/2/21;524,19;;;;
12/3/21;525,15;;;;
12/6/21;534,31;;;;
12/7/21;544,61;;;;
12/8/21;547,27;;;;
12/9/21;541,61;;;;
12/10/21;544,33;;;;
12/13/21;541,82;;;;
12/14/21;538,86;;;;
12/15/21;536,29;;;;
12/16/21;546,07;;;;
12/17/21;540,29;;;;
12/20/21;530,68;;;;
12/21/21;544,64;;;;
12/22/21;553,86;;;;
12/23/21;558,35;;;;
12/27/21;566,53;;;;
12/28/21;566,18;;;;
12/29/21;568,8;;;;
12/30/21;567,97;;;;
12/31/21;561,18;;;;
1/3/22;564,48;;;;
1/4/22;570,98;;;;
1/5/22;575,15;;;;
1/6/22;578,04;;;;
1/7/22;578,11;;;;
1/10/22;574,42;;;;
1/11/22;587,99;;;;
1/12/22;595,55;;;;
1/13/22;590,07;;;;
1/14/22;596,76;;;;
1/18/22;603,72;;;;
1/19/22;610,98;;;;
1/20/22;611,42;;;;
1/21/22;608,88;;;;
1/24/22;601,58;;;;
1/25/22;611,04;;;;
1/26/22;619,55;;;;
1/27/22;616,74;;;;
1/28/22;620,35;;;;
1/31/22;623,78;;;;
2/1/22;626,69;;;;
2/2/22;630,89;;;;
2/3/22;635,03;;;;
2/4/22;643,01;;;;
2/7/22;639,93;;;;
2/8/22;631,7;;;;
2/9/22;636,98;;;;
2/10/22;635,46;;;;
2/11/22;643,08;;;;
2/14/22;652,38;;;;
2/15/22;638,65;;;;
2/16/22;647,98;;;;
2/17/22;641,92;;;;
2/18/22;643,6;;;;
2/22/22;656,22;;;;
2/23/22;658,85;;;;
2/24/22;667,6;;;;
2/25/22;652,62;;;;
2/28/22;673,05;;;;
3/1/22;710,8;;;;
3/2/22;746,07;;;;
3/3/22;745,85;;;;
3/4/22;783,32;;;;
3/7/22;803,75;;;;
3/8/22;822,3;;;;
3/9/22;745,73;;;;
3/10/22;727,48;;;;
3/11/22;740,84;;;;
3/14/22;716,1;;;;
3/15/22;693,01;;;;
3/16/22;684,42;;;;
3/17/22;723,15;;;;
3/18/22;725,61;;;;
3/21/22;755,95;;;;
3/22/22;755;;;;
3/23/22;782,85;;;;
3/24/22;774,76;;;;
3/25/22;781,59;;;;
3/28/22;746,63;;;;
3/29/22;731,81;;;;
3/30/22;750,92;;;;
3/31/22;724,19;;;;
4/1/22;721,21;;;;
4/4/22;737,66;;;;
4/5/22;734,83;;;;
4/6/22;713,61;;;;
4/7/22;709,11;;;;
4/8/22;720,36;;;;
4/11/22;706,81;;;;
4/12/22;734,02;;;;
4/13/22;751,15;;;;
4/14/22;764,9;;;;
4/18/22;776,28;;;;
4/19/22;749,88;;;;
4/20/22;751,05;;;;
4/21/22;754,97;;;;
4/22/22;745;;;;
4/25/22;726,94;;;;
4/26/22;742,03;;;;
4/27/22;749,35;;;;
4/28/22;757,05;;;;
4/29/22;756,75;;;;
5/2/22;760,61;;;;
5/3/22;747,73;;;;
5/4/22;771,37;;;;
5/5/22;774,46;;;;
5/6/22;769,37;;;;
5/9/22;733,73;;;;
5/10/22;723,24;;;;
5/11/22;745,66;;;;
5/12/22;744,53;;;;
5/13/22;759,68;;;;
5/16/22;776,4;;;;
5/17/22;772,38;;;;
5/18/22;754,73;;;;
5/19/22;766,44;;;;
5/20/22;765,76;;;;
5/23/22;772,17;;;;
5/24/22;769,02;;;;
5/25/22;771,9;;;;
5/26/22;785,81;;;;
5/27/22;792,75;;;;
5/31/22;786,45;;;;
6/1/22;793,48;;;;
6/2/22;800,34;;;;
6/3/22;808,3;;;;
6/6/22;816,44;;;;
6/7/22;814,27;;;;
6/8/22;818,63;;;;
6/9/22;816,81;;;;
6/10/22;804,8;;;;
6/13/22;794,07;;;;
6/14/22;781,17;;;;
6/15/22;776,47;;;;
6/16/22;783,07;;;;
6/17/22;753,61;;;;
6/21/22;755,44;;;;
6/22/22;742,01;;;;
6/23/22;724,63;;;;
6/24/22;735,03;;;;
6/27/22;737,16;;;;
6/28/22;744,91;;;;
6/29/22;737,16;;;;
6/30/22;709,23;;;;
7/1/22;719,67;;;;
7/5/22;674,69;;;;
7/6/22;664,15;;;;
7/7/22;691,2;;;;
7/8/22;697,69;;;;
7/11/22;696,31;;;;
7/12/22;657,75;;;;
7/13/22;659,71;;;;
7/14/22;648,09;;;;
7/15/22;658,47;;;;
7/18/22;681,38;;;;
7/19/22;679,94;;;;
7/20/22;681,89;;;;
7/21/22;665,65;;;;
7/22/22;663,45;;;;
7/25/22;672,8;;;;
7/26/22;674,37;;;;
7/27/22;683,99;;;;
7/28/22;683,92;;;;
7/29/22;692,64;;;;
8/1/22;671,69;;;;
8/2/22;666,98;;;;
8/3/22;656,84;;;;
8/4/22;649,47;;;;
8/5/22;649,27;;;;
8/8/22;650,72;;;;
8/9/22;655,16;;;;
8/10/22;664,01;;;;
8/11/22;677,61;;;;
8/12/22;672,69;;;;
8/15/22;659,53;;;;
8/16/22;652,2;;;;
8/17/22;657,55;;;;
8/18/22;665,55;;;;
8/19/22;670,09;;;;
8/22/22;672,33;;;;
8/23/22;684,93;;;;
8/24/22;691,74;;;;
8/25/22;683,94;;;;
8/26/22;688,96;;;;
8/29/22;702,23;;;;
8/30/22;676,1;;;;
8/31/22;665,93;;;;
9/1/22;648,82;;;;
9/2/22;651,45;;;;
9/6/22;647,66;;;;
9/7/22;630,97;;;;
9/8/22;633,8;;;;
9/9/22;649,89;;;;
9/12/22;657,66;;;;
9/13/22;652,61;;;;
9/14/22;653,93;;;;
9/15/22;632,94;;;;
9/16/22;631,58;;;;
9/19/22;634,16;;;;
9/20/22;633,94;;;;
9/21/22;629,97;;;;
9/22/22;631,29;;;;
9/23/22;606,31;;;;
9/26/22;593,92;;;;
9/27/22;601,01;;;;
9/28/22;618,63;;;;
9/29/22;615,79;;;;
9/30/22;607,76;;;;
10/3/22;623,23;;;;
10/4/22;642,03;;;;
10/5/22;650,61;;;;
10/6/22;654,3;;;;
10/7/22;666,73;;;;
10/10/22;658,26;;;;
10/11/22;646,89;;;;
10/12/22;639,93;;;;
10/13/22;647,9;;;;
10/14/22;631,89;;;;
10/17/22;630,92;;;;
10/18/22;620,78;;;;
10/19/22;624,22;;;;
10/20/22;624,6;;;;
10/21/22;625,58;;;;
10/24/22;626,29;;;;
10/25/22;631,02;;;;
10/26/22;642,04;;;;
10/27/22;643,83;;;;
10/28/22;636,53;;;;
10/31/22;636,84;;;;
11/1/22;641,53;;;;
11/2/22;649,27;;;;
11/3/22;644,84;;;;
11/4/22;665,95;;;;
11/7/22;662,5;;;;
11/8/22;649,71;;;;
11/9/22;634,11;;;;
11/10/22;637,36;;;;
11/11/22;646,73;;;;
11/14/22;637,62;;;;
11/15/22;643,47;;;;
11/16/22;638,48;;;;
11/17/22;623,94;;;;
11/18/22;618,85;;;;
11/21/22;617,84;;;;
11/22/22;623,98;;;;
11/23/22;614,88;;;;
11/25/22;604,91;;;;
11/28/22;603,41;;;;
11/29/22;608,29;;;;
11/30/22;621,11;;;;
12/1/22;620,92;;;;
12/2/22;611,52;;;;
12/5/22;593,76;;;;
12/6/22;579,23;;;;
12/7/22;573,05;;;;
12/8/22;572,5;;;;
12/9/22;572,44;;;;
12/12/22;582,64;;;;
12/13/22;596,39;;;;
12/14/22;602,87;;;;
12/15/22;597,8;;;;
12/16/22;588,21;;;;
12/19/22;586,52;;;;
12/20/22;588,22;;;;
12/21/22;599,42;;;;
12/22/22;594,02;;;;
12/23/22;605,79;;;;
12/27/22;610,71;;;;
12/28/22;605,9;;;;
12/29/22;602,84;;;;
12/30/22;610,07;;;;
1/3/23;590,63;;;;
1/4/23;571,24;;;;
1/5/23;571,13;;;;
1/6/23;573,29;;;;
1/9/23;580,24;;;;
1/10/23;581,13;;;;
1/11/23;592,49;;;;
1/12/23;599,56;;;;
1/13/23;605,79;;;;
1/17/23;609,06;;;;
1/18/23;606,69;;;;
1/19/23;609,58;;;;
1/20/23;616,16;;;;
1/23/23;618,94;;;;
1/24/23;612,22;;;;
1/25/23;610,12;;;;
1/26/23;615,19;;;;
1/27/23;608,9;;;;
1/30/23;599,87;;;;
1/31/23;606,06;;;;
2/1/23;591;;;;
2/2/23;587,89;;;;
2/3/23;574,5;;;;
2/6/23;574,19;;;;
2/7/23;587,86;;;;
2/8/23;592,08;;;;
2/9/23;589,23;;;;
2/10/23;597,6;;;;
2/13/23;599,68;;;;
2/14/23;597,6;;;;
2/15/23;591,81;;;;
2/16/23;590,62;;;;
2/17/23;581,51;;;;
2/21/23;584,31;;;;
2/22/23;573,82;;;;
2/23/23;576,18;;;;
2/24/23;577,58;;;;
2/27/23;577,52;;;;
2/28/23;581,87;;;;
3/1/23;587,87;;;;
3/2/23;588,12;;;;
3/3/23;595,85;;;;
3/6/23;594,24;;;;
3/7/23;582,01;;;;
3/8/23;577,66;;;;
3/9/23;570,86;;;;
3/10/23;575,92;;;;
3/13/23;570,8;;;;
3/14/23;559,79;;;;
3/15/23;540,66;;;;
3/16/23;545,26;;;;
3/17/23;541,62;;;;
3/20/23;543,45;;;;
3/21/23;548,28;;;;
3/22/23;552,46;;;;
3/23/23;550,16;;;;
3/24/23;549,38;;;;
3/27/23;562,62;;;;
3/28/23;565,83;;;;
3/29/23;563,22;;;;
3/30/23;566,65;;;;
3/31/23;574,02;;;;
4/3/23;589,85;;;;
4/4/23;588,35;;;;
4/5/23;590,15;;;;
4/6/23;588,69;;;;
4/10/23;586,92;;;;
4/11/23;592,03;;;;
4/12/23;597,73;;;;
4/13/23;593,72;;;;
4/14/23;594,9;;;;
4/17/23;591,39;;;;
4/18/23;593,16;;;;
4/19/23;583,66;;;;
4/20/23;574,3;;;;
4/21/23;573,9;;;;
4/24/23;577,58;;;;
4/25/23;567,96;;;;
4/26/23;556,94;;;;
4/27/23;556,26;;;;
4/28/23;564,97;;;;
5/1/23;560,11;;;;
5/2/23;543,27;;;;
5/3/23;532,07;;;;
5/4/23;532,77;;;;
5/5/23;545,59;;;;
5/8/23;553,52;;;;
5/9/23;554,17;;;;
5/10/23;550,52;;;;
5/11/23;540,7;;;;
5/12/23;538,91;;;;
5/15/23;546,38;;;;
5/16/23;542,67;;;;
5/17/23;549,27;;;;
5/18/23;545;;;;
5/19/23;543,42;;;;
5/22/23;544,44;;;;
5/23/23;546,47;;;;
5/24/23;551,25;;;;
5/25/23;541,43;;;;
5/26/23;546,86;;;;
5/30/23;532,57;;;;
5/31/23;528,22;;;;
6/1/23;537,41;;;;
6/2/23;545,58;;;;
6/5/23;547,69;;;;
6/6/23;548,2;;;;
6/7/23;549,01;;;;
6/8/23;545,51;;;;
6/9/23;539,81;;;;
6/12/23;527,39;;;;
6/13/23;536,64;;;;
6/14/23;533,35;;;;
6/15/23;547,97;;;;
6/16/23;557,22;;;;
6/20/23;550,61;;;;
6/21/23;559,92;;;;
6/22/23;547,04;;;;
6/23/23;541,56;;;;
6/26/23;542,64;;;;
6/27/23;533,71;;;;
6/28/23;535,38;;;;
6/29/23;535,55;;;;
6/30/23;540,46;;;;
7/3/23;536,66;;;;
7/5/23;545,76;;;;
7/6/23;544,14;;;;
7/7/23;551,84;;;;
7/10/23;549,89;;;;
7/11/23;557,68;;;;
7/12/23;559,22;;;;
7/13/23;565,42;;;;
7/14/23;562,52;;;;
7/17/23;555,83;;;;
7/18/23;564,2;;;;
7/19/23;567,82;;;;
7/20/23;569,89;;;;
7/21/23;574,72;;;;
7/24/23;586,05;;;;
7/25/23;588,87;;;;
7/26/23;585,22;;;;
7/27/23;588,41;;;;
7/28/23;590,94;;;;
7/31/23;593,4;;;;
8/1/23;591,68;;;;
8/2/23;580,71;;;;
8/3/23;587,4;;;;
8/4/23;591,69;;;;
8/7/23;588,32;;;;
8/8/23;590,5;;;;
8/9/23;597,7;;;;
8/10/23;591,9;;;;
8/11/23;590,75;;;;
8/14/23;586,34;;;;
8/15/23;577,46;;;;
8/16/23;573,56;;;;
8/17/23;577,18;;;;
8/18/23;582,04;;;;
8/21/23;579,51;;;;
8/22/23;578,13;;;;
8/23/23;577,75;;;;
8/24/23;579,09;;;;
8/25/23;585,02;;;;
8/28/23;585,12;;;;
8/29/23;586,73;;;;
8/30/23;586,77;;;;
8/31/23;591,42;;;;
9/1/23;598,98;;;;
9/5/23;604,21;;;;
9/6/23;605,1;;;;
9/7/23;603,88;;;;
9/8/23;606,99;;;;
9/11/23;609,28;;;;
9/12/23;612,4;;;;
9/13/23;613,01;;;;
9/14/23;619,63;;;;
9/15/23;618,05;;;;
9/18/23;616,92;;;;
9/19/23;617,52;;;;
9/20/23;614,47;;;;
9/21/23;612,1;;;;
9/22/23;611,24;;;;
9/25/23;609,19;;;;
9/26/23;609,05;;;;
9/27/23;618,3;;;;
9/28/23;615,72;;;;
9/29/23;609,67;;;;
10/2/23;602,01;;;;
10/3/23;600,28;;;;
10/4/23;579,73;;;;
10/5/23;573,27;;;;
10/6/23;575,71;;;;
10/9/23;587,64;;;;
10/10/23;585,09;;;;
10/11/23;577,21;;;;
10/12/23;577,98;;;;
10/13/23;595,85;;;;
10/16/23;591,33;;;;
10/17/23;591,4;;;;
10/18/23;598,98;;;;
10/19/23;602,41;;;;
10/20/23;600,8;;;;
10/23/23;590,77;;;;
10/24/23;583,46;;;;
10/25/23;589,01;;;;
10/26/23;582,78;;;;
10/27/23;591,41;;;;
10/30/23;579,51;;;;
10/31/23;576,97;;;;
11/1/23;575,29;;;;
11/2/23;584,18;;;;
11/3/23;577,89;;;;
11/6/23;578,67;;;;
11/7/23;562,58;;;;
11/8/23;555,76;;;;
11/9/23;554,8;;;;
11/10/23;558,05;;;;
11/13/23;566,97;;;;
11/14/23;567,56;;;;
11/15/23;563,52;;;;
11/16/23;547,61;;;;
11/17/23;556,75;;;;
11/20/23;565;;;;
11/21/23;566,35;;;;
11/22/23;561,71;;;;
11/24/23;554,54;;;;
11/27/23;549,74;;;;
11/28/23;558,48;;;;
11/29/23;563,38;;;;
11/30/23;555,77;;;;
12/1/23;548,71;;;;
12/4/23;543,05;;;;
12/5/23;539,9;;;;
12/6/23;525,05;;;;
12/7/23;525,14;;;;
12/8/23;531,9;;;;
12/11/23;530,4;;;;
12/12/23;520,26;;;;
12/13/23;522,71;;;;
12/14/23;535,48;;;;
12/15/23;537,56;;;;
12/18/23;541,55;;;;
12/19/23;546,27;;;;
12/20/23;545,82;;;;
12/21/23;543,79;;;;
12/22/23;543,73;;;;
12/26/23;551,15;;;;
12/27/23;547,06;;;;
12/28/23;538,9;;;;
12/29/23;535,64;;;;
1/2/24;530,49;;;;
1/3/24;539,16;;;;
1/4/24;536,99;;;;
1/5/24;541,76;;;;
1/8/24;530,19;;;;
1/9/24;538,19;;;;
1/10/24;533,73;;;;
1/11/24;537,07;;;;
1/12/24;538,33;;;;
1/16/24;537,01;;;;
1/17/24;534,31;;;;
1/18/24;540,64;;;;
1/19/24;538,83;;;;
1/22/24;543,86;;;;
1/23/24;545,43;;;;
1/24/24;549,86;;;;
1/25/24;558,65;;;;
1/26/24;561,45;;;;
1/29/24;556,18;;;;
1/30/24;561,23;;;;
1/31/24;555,07;;;;
2/1/24;547,57;;;;
2/2/24;540,01;;;;
2/5/24;541,29;;;;
2/6/24;544,69;;;;
2/7/24;547,75;;;;
2/8/24;556,1;;;;
2/9/24;558,99;;;;
2/12/24;558,07;;;;
2/13/24;559,3;;;;
2/14/24;552,7;;;;
2/15/24;556,09;;;;
2/16/24;558,95;;;;
2/20/24;553,87;;;;
2/21/24;557,33;;;;
2/22/24;559,29;;;;
2/23/24;550,94;;;;
2/26/24;555,92;;;;
2/27/24;561,24;;;;
2/28/24;557,74;;;;
2/29/24;557,93;;;;
3/1/24;564,66;;;;
3/4/24;561,23;;;;
3/5/24;557,53;;;;
3/6/24;562,02;;;;
3/7/24;563,56;;;;
3/8/24;559,46;;;;
3/11/24;561,76;;;;
3/12/24;561,32;;;;
3/13/24;570,29;;;;
3/14/24;573,85;;;;
3/15/24;575,34;;;;
3/18/24;582,4;;;;
3/19/24;582,91;;;;
3/20/24;577,15;;;;
3/21/24;576,95;;;;
3/22/24;574,44;;;;
3/25/24;579,76;;;;
3/26/24;575,57;;;;
3/27/24;573,89;;;;
3/28/24;582,48;;;;
4/1/24;583,88;;;;
4/2/24;590,57;;;;
4/3/24;595,03;;;;
4/4/24;599,18;;;;
4/5/24;601,91;;;;
4/8/24;599,17;;;;
4/9/24;595,7;;;;
4/10/24;598,09;;;;
4/11/24;594,13;;;;
4/12/24;598,32;;;;
4/15/24;596,95;;;;
4/16/24;596,81;;;;
4/17/24;587,15;;;;
4/18/24;586,46;;;;
4/19/24;590,27;;;;
4/22/24;589,96;;;;
4/23/24;593,82;;;;
4/24/24;592,16;;;;
4/25/24;594,6;;;;
4/26/24;595,94;;;;
4/29/24;592,56;;;;
4/30/24;586,17;;;;
5/1/24;572,67;;;;
5/2/24;573,17;;;;
5/3/24;573,19;;;;
5/6/24;576,95;;;;
5/7/24;577,74;;;;
5/8/24;577,29;;;;
5/9/24;578,95;;;;
5/10/24;577,15;;;;
5/13/24;579,5;;;;
5/14/24;575,52;;;;
5/15/24;578,87;;;;
5/16/24;581,57;;;;
5/17/24;587,48;;;;
5/20/24;591,05;;;;
5/21/24;588,94;;;;
5/22/24;583,19;;;;
5/23/24;579,89;;;;
5/24/24;581,69;;;;
5/28/24;592,44;;;;
5/29/24;587,53;;;;
5/30/24;578,31;;;;
5/31/24;573,28;;;;
6/3/24;563,82;;;;
6/4/24;557,9;;;;
6/5/24;560,01;;;;
6/6/24;569,12;;;;
6/7/24;564,42;;;;
6/10/24;571,7;;;;
6/11/24;573;;;;
6/12/24;576,48;;;;
6/13/24;577,03;;;;
6/14/24;575,09;;;;
6/17/24;577,35;;;;
6/18/24;582,33;;;;
6/20/24;583,02;;;;
6/21/24;579,06;;;;
6/24/24;582,21;;;;
6/25/24;577,37;;;;
6/26/24;577,67;;;;
6/27/24;580,49;;;;
6/28/24;578,39;;;;
7/1/24;584,55;;;;
7/2/24;584,45;;;;
7/3/24;588,72;;;;
7/5/24;587,1;;;;
7/8/24;579,83;;;;
7/9/24;573,78;;;;
7/10/24;573,02;;;;
7/11/24;574,33;;;;
7/12/24;572,39;;;;
7/15/24;568,81;;;;
7/16/24;564,21;;;;
7/17/24;568,46;;;;
7/18/24;566,72;;;;
7/19/24;555,85;;;;
7/22/24;556,89;;;;
7/23/24;551,41;;;;
7/24/24;553,92;;;;
7/25/24;554,99;;;;
7/26/24;549,28;;;;
7/29/24;543,14;;;;
7/30/24;539,11;;;;
7/31/24;551,44;;;;
8/1/24;544,37;;;;
8/2/24;533,06;;;;
8/5/24;529,35;;;;
8/6/24;530,76;;;;
8/7/24;537,37;;;;
8/8/24;539,4;;;;
8/9/24;542,08;;;;
8/12/24;551,83;;;;
8/13/24;544,41;;;;
8/14/24;541,85;;;;
8/15/24;546,51;;;;
8/16/24;540,08;;;;
8/19/24;536,75;;;;
8/20/24;534,33;;;;
8/21/24;530,51;;;;
8/22/24;532,14;;;;
8/23/24;540,46;;;;
8/26/24;549,3;;;;
8/27/24;544,54;;;;
8/28/24;538,15;;;;
8/29/24;544,08;;;;
8/30/24;536,75;;;;
9/3/24;524,79;;;;
9/4/24;520,2;;;;
